what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1776921153589
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1776921153589
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1776921153589
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1776921153589
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1776921153590
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1776921153590
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1776921153590
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1776921153590
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1776921153590
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1776921153591
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1776921153591
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1776921153591
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1776921153591
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1776921153591
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1776921153591
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1776921153592
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1776921153592
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1776921153680
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1776921153681
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1776921153681
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1776921153681
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1776921153682
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1776921153682
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1776921153683
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1776921153683
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1776921153683
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1776921153684
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1776921153684
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1776921153684
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1776921153684
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1776921153685
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1776921153685
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1776921153686
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1776921153686
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1776921153687
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1776921153687
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1776921153688
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1776921153688
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1776921153688
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1776921153689
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1776921153689
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1776921153689
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1776921153689
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1776921153689
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1776921153690
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1776921153691
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1776921153691
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1776921153691
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1776921153691
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1776921153691
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1776921153692
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1776921153692
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1776921153692
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1776921153701
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1776921153701
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1776921153701
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1776921153701
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1776921153702
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1776921153702
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1776921153702
os,sysinfo,,,"win32",1776921153704
arch,sysinfo,,,"x86",1776921153704
ws,sysinfo,,,"win32",1776921153704
locale,sysinfo,,,"en_US",1776921153704
processors,sysinfo,,,"12",1776921153704
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1776921153704
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1776921153704
java.specification.name,sysinfo,,,"Java Platform API Specification",1776921153704
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1776921153704
java.specification.version,sysinfo,,,"1.6",1776921153704
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1776921153704
java.version,sysinfo,,,"1.6.0_23",1776921153704
java.vm.info,sysinfo,,,"mixed mode",1776921153704
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1776921153704
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1776921153704
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1776921153704
java.vm.specification.version,sysinfo,,,"1.0",1776921153704
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1776921153704
java.vm.version,sysinfo,,,"19.0-b09",1776921153704
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776921154648
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1776921154749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921155741
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1776921158061
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1776921158307
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776921158378
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1776921158392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921158444
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1776921158452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1776921158452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921160641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921162309
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1776921163600
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1776921163744
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1776921163746
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1776921163747
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1776921163747
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921165274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921183678
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1776921184229
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1776921186206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921186230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921187877
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776921188838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921191553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921197823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921200263
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921202305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921202610
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776921202714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921202777
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1776921202789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921202873
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1776921203211
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921208463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1776921209741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921222119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921231961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1776921234142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921234927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921239206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1776921241288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921243425
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921243977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1776921244042
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1776921245782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921249019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921250163
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1776921252104
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1776921252106
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1776921253170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921254643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921264663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921270027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921271350
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1776921279635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921280503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921280570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921280611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921281734
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1776921281746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921284832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1776921286153
